LineId,Month,Date,Time,User,Component,PID,Address,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
1050,Jul,4,23:10:31,calvisitor-10-105-162-105,WindowServer,184,,"device_generate_lock_screen_screenshot: authw 0x7fa824145a00(2000)[0, 0, 1440, 900] shield 0x7fa825dafc00(2001), dev [1440,900]",E200,"device_generate_lock_screen_screenshot: authw <*>(<*>)[<*>, <*>, <*>, <*>] shield <*>(<*>), dev [<*>,<*>]","device_generate_lock_screen_screenshot: authw {address}({authw_id})[{authw_x}, {authw_y}, {authw_width}, {authw_height}] shield {address}({shield_id}), dev [{dev_x}, {dev_y}]",210,70,"device_generate_lock_screen_screenshot: authw 0x{authw}, shield 0x{shield}, dev [{width},{height}]",214,36,"device_generate_lock_screen_screenshot: {auth_token} 0x{auth_address}({auth_pid}) shield {shield_token} 0x{shield_address}({shield_pid}), dev [{dev_width},{dev_height}]",213,64,"device_generate_lock_screen_screenshot: authw {auth_window_handle}({auth_window_id})[0, 0, {width}, {height}] shield {shield_window_handle}({shield_window_id}), dev [{width}, {height}]",214,65,"device_generate_lock_screen_screenshot: authw 0x{authw}[{authw_id}][{authw_x}, {authw_y}, {authw_width}, {authw_height}] shield 0x{shield}[{shield_id}], dev [{dev_width}, {dev_height}]",204,82,"device_generate_lock_screen_screenshot: {authw}[{x},{y},{width},{height}] {shield}[{x},{y},{width},{height}]",204,50,"device_generate_lock_screen_screenshot: authw <*>(<*>)[<*>, <*>, <*>, <*>] shield <*>(<*>), dev [<*>, <*>]","device_generate_lock_screen_screenshot: authw <*>, shield <*>, dev [<*>,<*>]","device_generate_lock_screen_screenshot: <*> <*>(<*>) shield <*> <*>(<*>), dev [<*>,<*>]","device_generate_lock_screen_screenshot: authw <*>(<*>)[<*>, <*>, <*>, <*>] shield <*>(<*>), dev [<*>, <*>]","device_generate_lock_screen_screenshot: authw <*>[<*>][<*>, <*>, <*>, <*>] shield <*>[<*>], dev [<*>, <*>]","device_generate_lock_screen_screenshot: <*>[<*>,<*>,<*>,<*>] <*>[<*>,<*>,<*>,<*>]"
1051,Jul,4,23:10:40,calvisitor-10-105-162-105,com.apple.AddressBook.InternetAccountsBridge,35382,,dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted,E202,dnssd_clientstub ConnectToServer: connect() failed path:<*> Socket:<*> Err:<*> Errno:<*> Operation not permitted,dnssd_clientstub ConnectToServer: connect() failed path:{path} Socket:{socket} Err:-1 Errno:{errno} Operation not permitted,170,34,ConnectToServer: connect() failed path:{path} Socket:{socket} Err:{errno},172,21,dnssd_clientstub {operation} failed path={path} Socket={socket} Err={errno} Errno={errno},171,31,ConnectToServer: connect() failed path:{path} Socket:{socket} Err:{err} Errno:{errno} {operation},172,29,{class}({path})::{function} : {status} path:{path} socket:{socket} err:{err} errno:{errno} operation:{operation},162,42,dnssd_clientstub ConnectToServer: connect() failed path={path} Socket:{socket} Err={err} Errno={errno},162,34,dnssd_clientstub ConnectToServer: connect() failed path:<*> Socket:<*> Err:-<*> Errno:<*> Operation not permitted,ConnectToServer: connect() failed path:<*> Socket:<*> Err:<*>,dnssd_clientstub <*> failed path=<*> Socket=<*> Err=<*> Errno=<*>,ConnectToServer: connect() failed path:<*> Socket:<*> Err:<*> Errno:<*> <*>,<*>(<*>)::<*> : <*> path:<*> socket:<*> err:<*> errno:<*> operation:<*>,dnssd_clientstub ConnectToServer: connect() failed path=<*> Socket:<*> Err=<*> Errno=<*>
1052,Jul,4,23:13:35,calvisitor-10-105-162-105,com.apple.AddressBook.InternetAccountsBridge,35394,,dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted,E202,dnssd_clientstub ConnectToServer: connect() failed path:<*> Socket:<*> Err:<*> Errno:<*> Operation not permitted,dnssd_clientstub ConnectToServer: connect() failed path:{path} Socket:{socket} Err:-1 Errno:{errno} Operation not permitted,170,34,ConnectToServer: connect() failed path:{path} Socket:{socket} Err:{errno},172,21,dnssd_clientstub {operation} failed path={path} Socket={socket} Err={errno} Errno={errno},171,31,ConnectToServer: connect() failed path:{path} Socket:{socket} Err:{err} Errno:{errno} {operation},172,29,{class}({path})::{function} : {status} path:{path} socket:{socket} err:{err} errno:{errno} operation:{operation},162,42,dnssd_clientstub ConnectToServer: connect() failed path={path} Socket:{socket} Err={err} Errno={errno},162,34,dnssd_clientstub ConnectToServer: connect() failed path:<*> Socket:<*> Err:-<*> Errno:<*> Operation not permitted,ConnectToServer: connect() failed path:<*> Socket:<*> Err:<*>,dnssd_clientstub <*> failed path=<*> Socket=<*> Err=<*> Errno=<*>,ConnectToServer: connect() failed path:<*> Socket:<*> Err:<*> Errno:<*> <*>,<*>(<*>)::<*> : <*> path:<*> socket:<*> err:<*> errno:<*> operation:<*>,dnssd_clientstub ConnectToServer: connect() failed path=<*> Socket:<*> Err=<*> Errno=<*>
1053,Jul,4,23:14:37,calvisitor-10-105-162-105,com.apple.xpc.launchd,1,com.apple.xpc.launchd.domain.pid.WebContent.35400,"Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.SearchHelper.xpc/Contents/MacOS/com.apple.Safari.SearchHelper error = 147: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc",E283,"Path not allowed in target domain: type = pid, path = <*> error = <*>: The specified service did not ship in the requestor's bundle, origin = <*>","Path not allowed in target domain: type = {type}, path = {path} error = {error}: {error_message}, origin = {origin}",265,33,"Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.SearchHelper.xpc/Contents/MacOS/com.apple.Safari.SearchHelper error = 147: The specified service did not ship in the requestor\'s bundle, origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc",271,138,"Path not allowed in target domain: type = {type}, path = {path} error = 147: The specified service did not ship in the requestor\'s bundle, origin = {origin}",270,44,"Path not allowed in target domain: type = {type}, path = {path} error = {error}: The specified service did not ship in the requestor's bundle, origin = {origin}",271,42,"Path not allowed in target domain: type = {type}, path = {path} error = {error}: {error_desc}, origin = {origin}",258,35,"Path not allowed in target domain: type = {type}, path = {path} error = {error}: The specified service did not ship in the requestor\'s bundle, origin = {origin}",258,44,"Path not allowed in target domain: type = <*>, path = <*> error = <*>: <*>, origin = <*>","Path not allowed in target domain: type = pid, path = <*> error = <*>: The specified service did not ship in the requestor\'s bundle, origin = <*>","Path not allowed in target domain: type = <*>, path = <*> error = <*>: The specified service did not ship in the requestor\'s bundle, origin = <*>","Path not allowed in target domain: type = <*>, path = <*> error = <*>: The specified service did not ship in the requestor's bundle, origin = <*>","Path not allowed in target domain: type = <*>, path = <*> error = <*>: <*>, origin = <*>","Path not allowed in target domain: type = <*>, path = <*> error = <*>: The specified service did not ship in the requestor\'s bundle, origin = <*>"
1054,Jul,4,23:16:14,calvisitor-10-105-162-105,com.apple.xpc.launchd,1,com.apple.xpc.launchd.domain.pid.WebContent.35412,"Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.SocialHelper.xpc/Contents/MacOS/com.apple.Safari.SocialHelper error = 147: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc",E283,"Path not allowed in target domain: type = pid, path = <*> error = <*>: The specified service did not ship in the requestor's bundle, origin = <*>","Path not allowed in target domain: type = {type}, path = {path} error = {error}: {error_msg}, origin = {origin}",267,33,"Type = pid, Path = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc, Error = 147, Origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc",273,99,"Path not allowed in target domain: type = {type}, path = {path}, error = {error}, origin = {origin}",272,28,"Path not allowed in target domain: type = {type}, path = {path} error = {error}: The specified service did not ship in the requestor\'s bundle, origin = {origin}",273,42,"Path not allowed in target domain: type = {type}, path = {path} error = {error}: {error_message}, origin = {origin}",258,35,"Path not allowed in target domain: type = pid, path = {path} error = {error} origin = {origin}",258,27,"Path not allowed in target domain: type = <*>, path = <*> error = <*>: <*>, origin = <*>","Type = pid, Path = <*>, Error = <*>, Origin = <*>","Path not allowed in target domain: type = <*>, path = <*>, error = <*>, origin = <*>","Path not allowed in target domain: type = <*>, path = <*> error = <*>: The specified service did not ship in the requestor\'s bundle, origin = <*>","Path not allowed in target domain: type = <*>, path = <*> error = <*>: <*>, origin = <*>","Path not allowed in target domain: type = pid, path = <*> error = <*> origin = <*>"
1055,Jul,4,23:17:17,calvisitor-10-105-162-105,Safari,9852,,KeychainGetICDPStatus: status: off,E257,KeychainGetICDPStatus: status: off,KeychainGetICDPStatus: status: {status},140,13,KeychainGetICDPStatus: status = {status},144,13,KeychainGetICDPStatus: status = {status},143,13,KeychainGetICDPStatus: status: {status},144,13,KeychainGetICDPStatus: status: {status},134,13,KeychainGetICDPStatus: status: {status},134,13,KeychainGetICDPStatus: status: <*>,KeychainGetICDPStatus: status = <*>,KeychainGetICDPStatus: status = <*>,KeychainGetICDPStatus: status: <*>,KeychainGetICDPStatus: status: <*>,KeychainGetICDPStatus: status: <*>
1056,Jul,4,23:20:18,calvisitor-10-105-162-105,QQ,10018,,FA||Url||taskID[2019353517] dealloc,E216,FA||Url||taskID[<*>] dealloc,FA||Url||taskID[{taskID}] dealloc,150,14,FA||Url||taskID[{{task_id}}] dealloc,154,16,FA||Url||taskID[{taskID}] dealloc,153,14,FA||Url||taskID[{task_id}] dealloc,154,14,FA||Url||taskID[{taskID}] dealloc,144,14,{class}[{id}] dealloc,144,10,FA||Url||taskID[<*>] dealloc,FA||Url||taskID[{<*>}] dealloc,FA||Url||taskID[<*>] dealloc,FA||Url||taskID[<*>] dealloc,FA||Url||taskID[<*>] dealloc,<*>[<*>] dealloc
1057,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00660011': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"Cocoa scripting error for '{address}': four character codes must be four characters long.'

The template of 'The input device Apple Internal Keyboard / Trackpad was not found.' is 'The input device {device} was not found.'

The template of 'Unable to load Info.plist exceptions (eGPU underload) because no search path is set.' is 'Unable to load Info.plist exceptions (eGPU underload) because no search path is set.'

The template of 'Could not find platform family <arm64> for <arm64e>.json' is 'Could not find platform family {family} for {file}.json'

The template of 'Could not find platform family <arm64> for <arm64e>.json' is 'Could not find platform family {family} for {file}.json'

The template of 'Could not find platform family <arm64> for <arm64e>.json' is 'Could not find platform family {family} for {file}.json'

The template of 'Could not find platform family <arm64> for <arm64e>.json' is 'Could not find platform",157,256,Cocoa scripting error for {code}: {message}.,160,13,Cocoa scripting error for '{code}': {message},159,14,Cocoa scripting error for '{{code}}': {{message}},160,15,{class}({address})::scriptingError - four character codes must be four characters long.,150,22,"Cocoa scripting error for ""{class}"" : four character codes must be four characters long.",150,21,Cocoa scripting error for '<*>': four character codes must be four characters long.' The template of 'The input device Apple Internal Keyboard / Trackpad was not found.' is 'The input device <*> was not found.' The template of 'Unable to load Info.plist exceptions (eGPU underload) because no search path is set.' is 'Unable to load Info.plist exceptions (eGPU underload) because no search path is set.' The template of 'Could not find platform family <arm64> for <arm64e>.json' is 'Could not find platform family <*> for <*>.json' The template of 'Could not find platform family <arm64> for <arm64e>.json' is 'Could not find platform family <*> for <*>.json' The template of 'Could not find platform family <arm64> for <arm64e>.json' is 'Could not find platform family <*> for <*>.json' The template of 'Could not find platform family <arm64> for <arm64e>.json' is 'Could not find platform,Cocoa scripting error for <*>: <*>.,Cocoa scripting error for '<*>': <*>,Cocoa scripting error for '{<*>}': {<*>},<*>(<*>)::scriptingError - four character codes must be four characters long.,"Cocoa scripting error for ""<*>"" : four character codes must be four characters long."
1058,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x0067000f': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"Cocoa scripting error for '{address}': four character codes must be four characters long.'

The template of 'Unable to create the serial port device: 'COM1'' is 'Unable to create the serial port device: '{port}'",157,52,Cocoa scripting error for {code}: {message}.,160,13,Cocoa scripting error for '{code}': {message},159,14,Cocoa scripting error for '{{address}}': {{message}},160,15,{class} scripting error for '{address}': four character codes must be four characters long.,150,22,Cocoa scripting error for '{address}': four character codes must be four characters long.,150,21,Cocoa scripting error for '<*>': four character codes must be four characters long.' The template of 'Unable to create the serial port device: 'COM1'' is 'Unable to create the serial port device: '<*>',Cocoa scripting error for <*>: <*>.,Cocoa scripting error for '<*>': <*>,Cocoa scripting error for '{<*>}': {<*>},<*> scripting error for '<*>': four character codes must be four characters long.,Cocoa scripting error for '<*>': four character codes must be four characters long.
1059,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00670033': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"Cocoa scripting error for '{address}': four character codes must be four characters long.'
*/
// class(address)::listenerCallback - Thunderbolt HPD packet for route = {route} port = {port} unplug = {unplug}
// Cocoa scripting error for {address}: four character codes must be four characters long.
// {class}({address})::listenerCallback - Thunderbolt HPD packet for route = {route} port = {port} unplug = {unplug}
// Cocoa scripting error for '{address}': four character codes must be four characters long.
// {class}({address})::listenerCallback - Thunderbolt HPD packet for route = {route} port = {port} unplug = {unplug}
// Cocoa scripting error for '{address}': four character codes must be four characters long.
// {class}({address})::listenerCallback - Thunderbolt HPD packet for route = {route} port = {port} unplug = {unplug}
// Cocoa scripting error for '{address}': four character codes must be four characters long.
",157,256,Scripting error for '0x{error_code}',160,13,Cocoa scripting error for '{code}': {error}.,159,14,Cocoa scripting error for '{{address}}': {{error}},160,15,{error}({address}): four character codes must be {length} characters long.,150,20,"Cocoa scripting error for ""{object}"" : four character codes must be four characters long.",150,21,Cocoa scripting error for '<*>': four character codes must be four characters long.' */ // class(address)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*> // Cocoa scripting error for <*>: four character codes must be four characters long. // <*>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*> // Cocoa scripting error for '<*>': four character codes must be four characters long. // <*>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*> // Cocoa scripting error for '<*>': four character codes must be four characters long. // <*>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*> // Cocoa scripting error for '<*>': four character codes must be four characters long.,Scripting error for '<*>',Cocoa scripting error for '<*>': <*>.,Cocoa scripting error for '{<*>}': {<*>},<*>(<*>): four character codes must be <*> characters long.,"Cocoa scripting error for ""<*>"" : four character codes must be four characters long."
