LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,token_num,j2_mid_output,j2_ultra_output,j2_mid_template,j2_ultra_template
883,17/06/09,20:10:57,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000000_970' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000000,E25,Saved output of task '<*>' to <*>,119,"Saved output of task {task}'
Started reading broadcast variable {variable}","Saved output of task '
'{attempt_id}' to 'hdfs://{ip}:{port}/{path}/{task_id}'
The template of 'Attempt_201706092018_0024_m_000000_970 failed with status 0' is 'Attempt_'
'{attempt_id}' failed with status '
'{status}'
The template of 'Attempt_201706092018_0024_m_000000_970 failed with status 0' is 'Attempt_'
'{attempt_id}' failed with status '
'{status}'
The template of 'Attempt_201706092018_0024_m_000000_970 failed with status 0' is 'Attempt_'
'{attempt_id}' failed with status '
'{status}'
The template of 'Attempt_201706092018_0024_m_000000_970 failed with status 0' is 'Attempt_'
",Saved output of task <*>' Started reading broadcast variable <*>,of 'Attempt_201706092018_0024_m_000000_970 failed with status <*>' is 'Attempt_' '<*>' failed with status ' '<*>' The
884,17/06/09,20:10:57,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000001_984' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000001,E25,Saved output of task '<*>' to <*>,119,"Saved output of task {task}'
Started reading broadcast variable {variable}","Saved output of task '
'{attempt_id}' to 'hdfs://{ip}:{port}/{path}/{task_id}'
The template of 'Attempt_201706092018_0024_m_000001_984 failed with status 1' is 'Attempt_'
'{attempt_id}' failed with status '{status}'
Started reading broadcast variable {variable}.
Attempt_201706092018_0024_m_000001_984 failed with status 1.
Attempt_201706092018_0024_m_000001_984 failed with status {status}.
Saved output of task '{attempt_id}' to 'hdfs://{ip}:{port}/{path}/{task_id}",Saved output of task <*>' Started reading broadcast variable <*>,of 'Attempt_201706092018_0024_m_000001_984 failed with status <*>' is 'Attempt_' '<*>' failed with status '<*>' Started reading broadcast variable <*>. Attempt_201706092018_0024_m_000001_984 failed with status <*>. Attempt_201706092018_0024_m_000001_984 failed with status <*>. Saved output of task '<*>' to 'hdfs://<*>/<*>/<*>
885,17/06/09,20:10:57,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000004_1026: Committed,E1,<*>: Committed,78,attempt_201706092018_0024_m_000004_1026,"attempt_YYYYMMDD_HHMMSS_PID_SEQUENCE: Committed'
Could you please provide me with the log message you would like me to process and abstract?",attempt_201706092018_0024_m_000004_1026,attempt_YYYYMMDD_HHMMSS_PID_SEQUENCE: Committed' Could you please provide me with the log message you would like me to process and abstract?
886,17/06/09,20:10:57,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000002_998: Committed,E1,<*>: Committed,78,attempt_201706092018_0024_m_000002_998: Committed,"attempt_YYYYMMDD_HHMMSS_m_CC: Committed'
Could you please provide me with the log message you would like me to process and abstract?",attempt_201706092018_0024_m_000002_998: Committed,attempt_YYYYMMDD_HHMMSS_m_CC: Committed' Could you please provide me with the log message you would like me to process and abstract?
887,17/06/09,20:10:57,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000003_1012: Committed,E1,<*>: Committed,78,attempt_201706092018_0024_m_000003_1012: Committed,"attempt_YYYYMMDD_HHMMSS_PID_SeqNo: Committed'
Could you please provide me with the log message you would like me to process and abstract?",attempt_201706092018_0024_m_000003_1012: Committed,attempt_YYYYMMDD_HHMMSS_PID_SeqNo: Committed' Could you please provide me with the log message you would like me to process and abstract?
888,17/06/09,20:10:57,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000001_984: Committed,E1,<*>: Committed,77,attempt_201706092018_0024_m_000001_984,attempt_##########_##########_m_##################################################################################################################################################################################################################################################################################################################################################################################,attempt_201706092018_0024_m_000001_984,attempt_##########_##########_m_##################################################################################################################################################################################################################################################################################################################################################################################
889,17/06/09,20:10:57,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000000_970: Committed,E1,<*>: Committed,77,attempt_201706092018_0024_m_000000_970: Committed,"attempt_YYYYMMDD_HHMMSS_UUID: Committed'
Could you please provide me with the log message you would like me to process and abstract?",attempt_201706092018_0024_m_000000_970: Committed,attempt_YYYYMMDD_HHMMSS_UUID: Committed' Could you please provide me with the log message you would like me to process and abstract?
890,17/06/09,20:10:57,INFO,executor.Executor,Finished task 3.0 in stage 24.0 (TID 1012). 2364 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,87,"Finished task {task_id}.{stage_id} in stage {stage_num}.{bytes_sent}'
Started reading broadcast variable 9",Finished task {task}.{stage} in stage {stage}.{tid} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in stage <*>' Started reading broadcast variable <*>,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
891,17/06/09,20:10:57,INFO,executor.Executor,Finished task 4.0 in stage 24.0 (TID 1026). 2364 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,87,"Finished task {task_id}.{stage_id} in stage {stage_num}.{tid}'
Started reading broadcast variable {variable}.
Finished task 4.0 in stage 24.0 (TID 1026). 2364 bytes result sent to driver.

Static log template:
Started reading broadcast variable {variable}.
Finished task {task_id}.{stage_id} in stage {stage_num}.{tid}.",Finished task {task}.{stage} (TID {tid}). {result} bytes result sent to driver,: Started reading broadcast variable <*>. Finished task <*> in stage <*>.,Finished task <*> (TID <*>). <*> bytes result sent to driver
892,17/06/09,20:10:57,INFO,executor.Executor,Finished task 1.0 in stage 24.0 (TID 984). 2364 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,87,"Finished task {task_id}.{stage_id} in stage {stage_num}.{tid}'
Started reading broadcast variable {variable}.
Finished task 1.0 in stage 24.0 (TID 984). 2364 bytes result sent to driver.",Finished task {task}.{stage} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in stage <*>' Started reading broadcast variable <*>. Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver.,Finished task <*> (TID <*>). <*> bytes result sent to driver
893,17/06/09,20:10:57,INFO,executor.Executor,Finished task 2.0 in stage 24.0 (TID 998). 2364 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,87,"Finished task {task_id}.{stage_id} in {driver_pid}.{driver_id}. Bytes sent to driver: {result_size}'
Started reading broadcast variable 9",Finished task {task}.{stage} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in <*>. Bytes sent to driver: <*>' Started reading broadcast variable <*>,Finished task <*> (TID <*>). <*> bytes result sent to driver
894,17/06/09,20:10:57,INFO,executor.Executor,Finished task 0.0 in stage 24.0 (TID 970). 2364 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,87,Finished task {task_id}.{stage_id} in stage {stage_id} (TID {tid}). {result_size} bytes result sent to driver,Finished task {task}.{stage} in stage {stage}.{tid} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
895,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1125,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task_id}'
Please provide me with the log message you would like me to process and abstract.",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Please provide me with the log message you would like me to process and abstract.
896,17/06/09,20:10:57,INFO,executor.Executor,Running task 40.0 in stage 24.0 (TID 1125),E24,Running task <*> in stage <*> (TID <*>),79,Running task {task}.{stage} (TID {tid}),Running task {task}.{stage} (TID {tid}),Running task <*> (TID <*>),Running task <*> (TID <*>)
897,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1126,E11,Got assigned task <*>,66,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task_id}'
Could you please provide me with the log message you would like me to process and abstract?",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Could you please provide me with the log message you would like me to process and abstract?
898,17/06/09,20:10:57,INFO,executor.Executor,Running task 41.0 in stage 24.0 (TID 1126),E24,Running task <*> in stage <*> (TID <*>),80,Running task {task}.{stage} in stage {stage} (TID {tid}),Running task {task}.{stage} (TID {tid}),Running task <*> in stage <*> (TID <*>),Running task <*> (TID <*>)
899,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1127,E11,Got assigned task <*>,66,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task_id}'
Could you please provide me with the log message you would like me to abstract?",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Could you please provide me with the log message you would like me to abstract?
900,17/06/09,20:10:57,INFO,executor.Executor,Running task 42.0 in stage 24.0 (TID 1127),E24,Running task <*> in stage <*> (TID <*>),80,Running task {task}.{stage} (TID {tid}),Running task {task}.{stage} (TID {tid}),Running task <*> (TID <*>),Running task <*> (TID <*>)
901,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1128,E11,Got assigned task <*>,66,"Got assigned task {task}'
Started reading broadcast variable {variable}",Got assigned task {task},Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>
902,17/06/09,20:10:57,INFO,executor.Executor,Running task 43.0 in stage 24.0 (TID 1128),E24,Running task <*> in stage <*> (TID <*>),80,Running task {task}.{stage} (TID {tid}),Running task {task}.{stage} (TID {tid}),Running task <*> (TID <*>),Running task <*> (TID <*>)
903,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1129,E11,Got assigned task <*>,66,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task_id}'
Could you please provide me with the log message you would like me to process and abstract?",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Could you please provide me with the log message you would like me to process and abstract?
904,17/06/09,20:10:57,INFO,executor.Executor,Running task 44.0 in stage 24.0 (TID 1129),E24,Running task <*> in stage <*> (TID <*>),80,Running task {task}.{stage} (TID {tid}),Running task {task}.{stage} (TID {tid}),Running task <*> (TID <*>),Running task <*> (TID <*>)
905,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_11_0 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
906,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_11_1 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
907,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_11_2 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
